,2
3222219881cd,6
3222219881cc,12
3222219881c1,6
322221988111,36
322221981cb1,12
322221981bbb,36
322221981bb1,12
322221981b1d,12
322221981b11,12
322221981111,144
322221888888,4320
322221888881,720
32222188881d,144
322221888811,288
3222218881cc,72
3222218881c1,36
322221888111,216
322221881bb1,48
322221881b1d,24
322221881b11,24
322221881111,288
32222181a1c1,36
32222181a111,72
322221811111,720
3222187771cd,8
3222187771cc,16
3222187771c1,8
322218777111,48
322218771bcb,4
322218771cb1,2
322218771bbb,12
322218771bb1,4
322218771b1d,4
322218771b11,4
322218771111,48
32221871ba1d,4
32221871ba11,8
32221871aaaa,48
32221871aaa1,12
32221871aa1d,4
32221871aa11,8
32221871a1c1,4
32221871a111,12
322218711111,240
322217777777,10080
322217777771,1440
32221777771d,240
322217777711,480
3222177771cc,96
3222177771c1,48
322217777111,288
322217771bbb,144
322217771bb1,24
322217771b1d,24
322217771b11,24
322217771111,288
32221771aa1d,16
32221771aa11,32
32221771a1c1,8
32221771a111,24
322217711111,480
322217191b1d,48
322217191b11,24
322217191111,96
322217111111,1440
32217661baa1,6
32217661ba1d,2
32217661ba11,4
32217661aaaa,48
32217661aaa1,12
32217661aa1d,4
32217661aa11,8
32217661a1c1,4
32217661a111,12
322176611111,240
3221761a91cd,6
3221761a91cc,4
3221761a91c1,2
3221761a9111,12
322176199999,120
322176199991,24
32217619991d,6
322176199911,12
3221761991cc,8
3221761991c1,2
322176199111,12
322176191b1d,6
322176191b11,4
322176191111,24
322176111111,720
322166666666,40320
322166666661,5040
32216666661d,720
322166666611,1440
3221666661cc,240
3221666661c1,120
322166666111,720
322166661bbb,144
322166661bb1,48
322166661b1d,48
322166661b11,48
322166661111,576
32216661aaa1,72
32216661aa1d,12
32216661aa11,24
32216661a1c1,12
32216661a111,36
322166611111,720
3221661991cc,48
3221661991c1,8
322166199111,48
322166191b1d,12
322166191b11,8
322166191111,48
322166111111,1440
32216181a1c1,24
32216181a111,36
322161811111,240
322161111111,5040
321651981cb1,24
321651981bbb,36
321651981bb1,12
321651981b1d,12
321651981b11,12
321651981111,144
321651888888,1440
321651888881,240
32165188881d,48
321651888811,96
3216518881cc,24
3216518881c1,12
321651888111,72
321651881bb1,16
321651881b1d,8
321651881b11,8
321651881111,96
32165181a1c1,12
32165181a111,24
321651811111,240
321651111111,10080
321555555555,362880
321555555551,40320
32155555551d,5040
321555555511,10080
3215555551cc,1440
3215555551c1,720
321555555111,4320
321555551bbb,720
321555551bb1,240
321555551b1d,240
321555551b11,240
321555551111,2880
32155551aaaa,1152
32155551aaa1,144
32155551aa1d,48
32155551aa11,96
32155551a1c1,48
32155551a111,144
321555511111,2880
32155519991d,72
321555199911,144
3215551991cc,48
3215551991c1,12
321555199111,72
321555191b1d,36
321555191b11,24
321555191111,144
321555111111,4320
321551881bb1,48
321551881b1d,16
321551881b11,16
321551881111,192
32155181a1c1,12
32155181a111,24
321551811111,240
321551111111,10080
321517191b1d,120
321517191b11,48
321517191111,144
321517111111,1440
321511111111,40320
22222222221d,3628800
2222222221cc,725760
2222222221c1,362880
222222221bbb,241920
222222221bb1,80640
222222221b1d,80640
222222221b11,80640
22222221aaaa,120960
22222221aaa1,30240
22222221aa1d,10080
22222221aa11,20160
22222221a1c1,10080
22222221a111,30240
222222199999,86400
222222199991,17280
22222219991d,4320
222222199911,8640
2222221991cc,5760
2222221991c1,1440
222222199111,8640
222222191b1d,4320
222222191b11,2880
222222191111,17280
222222111111,1036800
222221888881,28800
22222188881d,2880
222221888811,5760
2222218881cc,1440
2222218881c1,720
222221888111,4320
222221881bb1,960
222221881b1d,480
222221881b11,480
222221881111,5760
22222181a1c1,720
22222181a111,1440
222221811111,14400
222221111111,604800
2222177771cc,2304
2222177771c1,1152
222217777111,6912
222217771bbb,1728
222217771bb1,288
222217771b1d,288
222217771b11,288
222217771111,3456
22221771aa1d,192
22221771aa11,384
22221771a1c1,96
22221771a111,288
222217711111,5760
222217191b1d,576
222217191b11,288
222217191111,1152
222217111111,17280
222211111111,967680
22216661aaa1,1296
22216661aa1d,144
22216661aa11,288
22216661a1c1,144
22216661a111,432
222166611111,8640
2221661991cc,288
2221661991c1,48
222166199111,288
222166191b1d,72
222166191b11,48
222166191111,288
222166111111,8640
22216181a1c1,144
22216181a111,216
222161811111,1440
222161111111,30240
222111111111,2177280
221551881bb1,384
221551881b1d,96
221551881b11,96
221551881111,1152
22155181a1c1,48
22155181a111,96
221551811111,960
221551111111,40320
221517191b1d,240
221517191b11,96
221517191111,288
221517111111,2880
221511111111,80640
221111111111,7257600
21416181a1c1,720
21416181a111,720
214161811111,2880
214161111111,30240
214111111111,725760
211111111111,39916800
111111111111,6227020800
STOP
